Collection site,name0,name1,Al1,Al2,Al3,Al4,Al5,Al6,Al7,Old prob,Cluster
Vegetable Garden UNISYD,220.5SYD7,220.5,170,143,175,154,201,233,137,0.18,PC2017
Newtown Amelie,4.8SYD7,4.8,170,146,175,152,201,233,149,0.18,PC2017
Ros's Brothers,52.1SYD7,52.1,159,143,175,152,201,233,137,0.17,PC2017
 7 Cary St Leichhardt,11.12SYD7,11.12,159,143,175,152,201,233,137,0.17,PC2017
Ros' House,73.2SYD7,73.2,159,143,175,152,201,233,149,0.16,PC2017
Ros' House,84.2SYD7,84.2,159,143,175,152,201,233,149,0.16,PC2017
Ros' House,165.2SYD7,165.2,159,143,175,152,201,233,149,0.16,PC2017
Ros's Parents,163.3SYD7,163.3,168,143,175,152,201,233,137,0.16,PC2017
Ros's Parents,61.3SYD7,61.3,170,143,175,154,201,233,149,0.16,PC2017
Bondi Junction,11.7SYD7,11.7,170,143,175,154,201,233,149,0.16,PC2017
Ros's Parents,9.3SYD7,9.3,170,143,175,152,203,233,137,0.15,PC2017
Jannali,41.15SYD7,41.15,170,143,175,152,203,233,137,0.15,PC2017
Jannali,91.15SYD7,91.15,170,143,175,152,203,233,137,0.15,PC2017
Ros' House,102.2SYD7,102.2,168,143,175,152,201,233,149,0.14,PC2017
Ros's Parents,91.3SYD7,91.3,168,143,175,152,201,233,149,0.14,PC2017
Ros's Parents,180.3SYD7,180.3,168,143,175,152,201,233,149,0.14,PC2017
Bondi Junction,110.7SYD7,110.7,168,143,175,152,201,233,149,0.14,PC2017
Jannali,46.15SYD7,46.15,168,143,175,152,201,233,149,0.14,PC2017
Ros's Brothers,60.1SYD7,60.1,170,143,175,152,203,233,149,0.13,PC2017
Ros's Brothers,84.1SYD7,84.1,170,143,175,152,203,233,149,0.13,PC2017
Ros' House,1.2SYD7,1.2,170,143,175,152,203,233,149,0.13,PC2017
Ros' House,214.2SYD7,214.2,170,143,175,152,203,233,149,0.13,PC2017
Vegetable Garden UNISYD,151.5SYD7,151.5,170,143,175,152,203,233,149,0.13,PC2017
Jannali,72.15SYD7,72.15,170,143,175,152,203,233,149,0.13,PC2017
Ros' House,234.2SYD7,234.2,170,143,175,152,201,233,137,0.1,PC2017
Ros's Brothers,54.1SYD7,54.1,170,143,175,152,201,233,149,0.09,PC2017
Ros's Parents,103.3SYD7,103.3,170,143,175,152,201,233,149,0.09,PC2017
Ros's Parents,113.3SYD7,113.3,170,143,175,152,201,233,149,0.09,PC2017
Tanya's House,4.4SYD7,4.4,170,143,175,152,201,233,149,0.09,PC2017
Tanya's House,7.4SYD7,7.4,170,143,175,152,201,233,149,0.09,PC2017
Tanya's House,8.4SYD7,8.4,170,143,175,152,201,233,149,0.09,PC2017
Tanya's House,12.4SYD7,12.4,170,143,175,152,201,233,149,0.09,PC2017
Tanya's House,13.4SYD7,13.4,170,143,175,152,201,233,149,0.09,PC2017
Jannali,25.15SYD7,25.15,170,143,175,152,201,233,149,0.09,PC2017
Jannali,60.15SYD7,60.15,170,143,175,152,201,233,149,0.09,PC2017
Jannali,71.15SYD7,71.15,170,143,175,152,201,233,149,0.09,PC2017
Mololahvalley,536.2RGQL,536.2RG,154,140,187,143,199,237,160,1,QL2017
Mololahvalley,248.2RGQL,248.2RG,154,140,186,143,199,237,153,1,QL2017
Mololahvalley,400.2RGQL,400.2RG,154,140,181,143,201,237,160,0.999999991,QL2017
Mololahvalley,407.2RGQL,407.2RG,154,140,181,143,199,233,160,0.999999931,QL2017
Beerwah2,95.4RGQL,95.4RG,164,156,184,166,201,233,137,0.999996224,QL2017
Beerwah1,233.3RGQL,233.3RG,172,143,181,170,210,231,137,0.999996155,QL2017
Saharafarms,453.1RGQL,453.1RG,161,146,169,174,195,231,140,0.999994385,QL2017
Beerwah2,101.4RGQL,101.4RG,157,152,175,154,201,229,160,0.999994028,QL2017
Mololahvalley,257.2RGQL,257.2RG,166,143,178,184,197,233,137,0.99999283,QL2017
Beerwah1,363.3RGQL,363.3RG,163,140,178,132,209,233,149,0.99999077,QL2017
Mololahvalley,238.2RGQL,238.2RG,157,143,186,186,212,235,140,0.999987704,QL2017
Beerwah2,450.4RGQL,450.4RG,163,134,175,134,209,231,149,0.99998127,QL2017
Mololahvalley,203.2RGQL,203.2RG,170,134,175,186,203,233,149,0.999972641,QL2017
Beerwah2,313.4RGQL,313.4RG,168,152,186,180,201,233,157,0.999972424,QL2017
Mololahvalley,100.2RGQL,100.2RG,159,143,187,164,201,231,153,0.999972004,QL2017
Saharafarms,158.1RGQL,158.1RG,168,159,175,180,205,233,140,0.999968794,QL2017
Beerwah1,457.3RGQL,457.3RG,163,143,178,184,205,235,137,0.999960357,QL2017
Beerwah2,275.4RGQL,275.4RG,157,146,181,184,216,233,137,0.999959171,QL2017
Beerwah2,330.4RGQL,330.4RG,166,152,175,178,201,233,142,0.999958813,QL2017
Beerwah2,339.4RGQL,339.4RG,170,146,175,141,205,231,153,0.99995273,QL2017
Mololahvalley,209.2RGQL,209.2RG,159,156,175,158,195,231,137,0.99994821,QL2017
Beerwah1,181.3RGQL,181.3RG,159,132,178,154,210,237,137,0.999943366,QL2017
Saharafarms,221.1RGQL,221.1RG,157,146,175,193,216,233,153,0.999936479,QL2017
Mololahvalley,15.2RGQL,15.2RG,157,146,181,186,215,233,157,0.999932745,QL2017
Mololahvalley,268.2RGQL,268.2RG,157,152,184,150,195,233,142,0.999932203,QL2017
Beerwah1,232.3RGQL,232.3RG,157,156,175,145,201,233,137,0.999918404,QL2017
Saharafarms,182.1RGQL,182.1RG,163,143,175,166,212,235,157,0.999913082,QL2017
Beerwah3,333.5RGQL,333.5RG,168,132,175,152,209,233,151,0.99991203,QL2017
Beerwah3,396.5RGQL,396.5RG,168,132,175,152,209,233,151,0.99991203,QL2017
Mololahvalley,265.2RGQL,265.2RG,170,152,181,176,203,235,149,0.999907629,QL2017
Mololahvalley,150.2RGQL,150.2RG,159,152,169,132,195,233,149,0.999903407,QL2017
Mololahvalley,46.2RGQL,46.2RG,170,143,169,182,203,233,149,0.99990179,QL2017
Beerwah2,161.4RGQL,161.4RG,159,132,175,132,199,233,160,0.999891415,QL2017
Beerwah1,449.3RGQL,449.3RG,168,146,175,156,211,231,140,0.999870418,QL2017
Mololahvalley,439.2RGQL,439.2RG,161,143,175,134,199,237,140,0.999866191,QL2017
Beerwah2,170.4RGQL,170.4RG,170,143,184,148,205,231,153,0.999854902,QL2017
Mololahvalley,320.2RGQL,320.2RG,166,146,181,134,209,231,157,0.999850795,QL2017
Beerwah2,380.4RGQL,380.4RG,168,140,181,152,201,235,160,0.999849668,QL2017
Beerwah2,82.4RGQL,82.4RG,168,143,178,148,221,233,153,0.999829171,QL2017
Beerwah1,148.3RGQL,148.3RG,168,135,181,152,195,233,140,0.999794899,QL2017
Beerwah2,26.4RGQL,26.4RG,157,152,175,182,215,233,157,0.999781332,QL2017
Saharafarms,52.1RGQL,52.1RG,170,140,184,150,201,231,149,0.999775534,QL2017
Saharafarms,335.1RGQL,335.1RG,168,152,175,156,216,235,153,0.999754626,QL2017
Mololahvalley,59.2RGQL,59.2RG,157,134,184,150,203,235,157,0.999748587,QL2017
Beerwah1,333.3RGQL,333.3RG,159,143,178,156,203,237,153,0.999748333,QL2017
Mololahvalley,267.2RGQL,267.2RG,168,152,169,152,210,231,149,0.999736921,QL2017
Beerwah1,115.3RGQL,115.3RG,159,152,178,156,195,231,153,0.999729395,QL2017
Saharafarms,121.1RGQL,121.1RG,170,152,184,158,212,233,149,0.999716994,QL2017
Beerwah2,32.4RGQL,32.4RG,168,134,178,152,209,235,149,0.99970768,QL2017
Saharafarms,491.1RGQL,491.1RG,163,146,181,168,205,233,137,0.999703361,QL2017
Mololahvalley,481.2RGQL,481.2RG,168,143,175,160,195,233,153,0.999702783,QL2017
Mololahvalley,371.2RGQL,371.2RG,159,146,175,145,195,231,157,0.99968291,QL2017
Mololahvalley,295.2RGQL,295.2RG,170,146,184,176,199,233,137,0.999671142,QL2017
Beerwah1,76.3RGQL,76.3RG,159,146,169,176,203,233,149,0.99965818,QL2017
Beerwah2,42.4RGQL,42.4RG,159,143,184,154,215,231,142,0.999643258,QL2017
Saharafarms,249.1RGQL,249.1RG,161,132,184,156,210,233,140,0.99963939,QL2017
Saharafarms,6.1RGQL,6.1RG,168,152,181,193,201,233,140,0.999632241,QL2017
Beerwah1,240.3RGQL,240.3RG,166,143,175,174,205,235,140,0.999626786,QL2017
Mololahvalley,254.2RGQL,254.2RG,170,146,175,186,195,235,153,0.999611068,QL2017
Beerwah2,426.4RGQL,426.4RG,157,143,169,182,203,233,149,0.999607219,QL2017
Mololahvalley,510.2RGQL,510.2RG,161,132,184,182,203,235,149,0.999606159,QL2017
Beerwah1,26.3RGQL,26.3RG,161,152,184,182,212,233,149,0.999553115,QL2017
Mololahvalley,314.2RGQL,314.2RG,157,143,175,154,221,235,142,0.9995421,QL2017
Beerwah2,327.4RGQL,327.4RG,166,152,184,152,209,233,157,0.99952704,QL2017
Saharafarms,233.1RGQL,233.1RG,157,146,175,193,199,235,153,0.999518576,QL2017
Beerwah1,291.3RGQL,291.3RG,168,146,175,162,203,233,157,0.999516269,QL2017
Beerwah1,256.3RGQL,256.3RG,172,143,175,164,201,233,149,0.999503729,QL2017
Saharafarms,310.1RGQL,310.1RG,157,152,175,186,212,235,153,0.999496956,QL2017
Beerwah1,360.3RGQL,360.3RG,172,132,184,152,201,233,153,0.99949414,QL2017
Saharafarms,355.1RGQL,355.1RG,159,143,175,184,199,233,157,0.999487992,QL2017
Saharafarms,4.1RGQL,4.1RG,159,146,181,188,209,235,137,0.999487689,QL2017
Beerwah1,303.3RGQL,303.3RG,159,146,184,186,206,235,157,0.999486624,QL2017
Mololahvalley,468.2RGQL,468.2RG,166,152,178,132,203,233,149,0.999447041,QL2017
Mololahvalley,196.2RGQL,196.2RG,157,143,184,154,206,237,137,0.999433542,QL2017
Beerwah2,434.4RGQL,434.4RG,168,146,186,152,210,231,149,0.999418459,QL2017
Saharafarms,148.1RGQL,148.1RG,164,146,184,180,210,235,149,0.999414026,QL2017
Mololahvalley,534.2RGQL,534.2RG,157,132,181,158,201,235,140,0.999409895,QL2017
Beerwah3,232.5RGQL,232.5RG,164,132,178,152,201,233,137,0.999402504,QL2017
Beerwah2,252.4RGQL,252.4RG,172,146,175,164,201,235,149,0.999399947,QL2017
Saharafarms,159.1RGQL,159.1RG,168,146,178,193,201,231,149,0.999355713,QL2017
Saharafarms,291.1RGQL,291.1RG,159,152,178,150,221,231,137,0.999328532,QL2017
Saharafarms,53.1RGQL,53.1RG,161,132,184,132,210,233,140,0.999326895,QL2017
Beerwah3,224.5RGQL,224.5RG,164,143,175,156,205,235,153,0.999316827,QL2017
Beerwah2,79.4RGQL,79.4RG,159,132,181,156,205,233,137,0.99929995,QL2017
Beerwah1,193.3RGQL,193.3RG,157,143,181,158,199,235,149,0.999299828,QL2017
Saharafarms,404.1RGQL,404.1RG,159,152,181,178,199,233,140,0.999287008,QL2017
Mololahvalley,266.2RGQL,266.2RG,168,132,181,158,203,235,140,0.999262813,QL2017
Saharafarms,511.1RGQL,511.1RG,159,143,178,168,195,231,140,0.999248028,QL2017
Beerwah1,179.3RGQL,179.3RG,159,146,178,148,209,231,149,0.999248019,QL2017
Beerwah1,325.3RGQL,325.3RG,161,143,175,178,221,231,140,0.999244478,QL2017
Beerwah2,81.4RGQL,81.4RG,170,143,175,174,195,233,137,0.999238017,QL2017
Beerwah2,290.4RGQL,290.4RG,168,143,184,152,195,237,140,0.99921861,QL2017
Beerwah3,325.5RGQL,325.5RG,164,146,175,150,195,231,153,0.999208463,QL2017
Beerwah3,388.5RGQL,388.5RG,164,146,175,150,195,231,153,0.999208463,QL2017
Mololahvalley,368.2RGQL,368.2RG,166,146,184,158,210,233,153,0.999182482,QL2017
Beerwah1,452.3RGQL,452.3RG,166,146,181,172,203,233,137,0.999176025,QL2017
Mololahvalley,308.2RGQL,308.2RG,161,143,175,184,209,233,149,0.999167568,QL2017
Mololahvalley,181.2RGQL,181.2RG,161,146,178,134,215,231,140,0.999161997,QL2017
Beerwah3,104.5RGQL,104.5RG,161,140,184,152,203,231,149,0.999157081,QL2017
Beerwah1,282.3RGQL,282.3RG,166,143,181,182,203,235,140,0.999152039,QL2017
Beerwah3,35.5RGQL,35.5RG,159,143,181,132,197,231,140,0.999151508,QL2017
Mololahvalley,332.2RGQL,332.2RG,163,146,175,132,199,231,149,0.999147968,QL2017
Saharafarms,242.1RGQL,242.1RG,168,146,175,174,215,231,153,0.999141087,QL2017
Saharafarms,103.1RGQL,103.1RG,170,143,178,172,201,235,140,0.999140213,QL2017
Beerwah2,111.4RGQL,111.4RG,170,146,181,150,205,233,157,0.999132418,QL2017
Beerwah2,107.4RGQL,107.4RG,164,146,184,152,221,233,153,0.999119669,QL2017
Mololahvalley,531.2RGQL,531.2RG,168,143,175,176,197,233,137,0.999115878,QL2017
Mololahvalley,373.2RGQL,373.2RG,159,135,184,156,203,235,137,0.99909392,QL2017
Beerwah2,47.4RGQL,47.4RG,159,146,181,164,210,231,149,0.999093136,QL2017
Saharafarms,365.1RGQL,365.1RG,161,132,181,152,212,233,140,0.9990724,QL2017
Saharafarms,218.1RGQL,218.1RG,157,146,175,158,216,233,140,0.999056911,QL2017
Saharafarms,275.1RGQL,275.1RG,163,146,175,172,212,235,137,0.999049682,QL2017
Beerwah1,187.3RGQL,187.3RG,168,152,175,150,212,235,160,0.999040571,QL2017
Beerwah1,336.3RGQL,336.3RG,170,143,181,180,201,233,157,0.999037166,QL2017
Saharafarms,32.1RGQL,32.1RG,164,146,175,168,212,235,137,0.999035075,QL2017
Saharafarms,140.1RGQL,140.1RG,157,152,184,156,210,231,149,0.99902408,QL2017
Mololahvalley,315.2RGQL,315.2RG,163,143,178,180,201,233,153,0.998985931,QL2017
Saharafarms,179.1RGQL,179.1RG,166,143,178,150,205,235,140,0.998974854,QL2017
Beerwah3,72.5RGQL,72.5RG,161,146,175,166,210,231,149,0.998944619,QL2017
Mololahvalley,41.2RGQL,41.2RG,170,143,184,182,206,233,137,0.998933603,QL2017
Beerwah1,458.3RGQL,458.3RG,159,143,178,180,215,231,140,0.998931582,QL2017
Saharafarms,235.1RGQL,235.1RG,157,143,175,188,212,235,137,0.99893119,QL2017
Mololahvalley,94.2RGQL,94.2RG,157,143,175,174,221,235,137,0.998929432,QL2017
Beerwah2,94.4RGQL,94.4RG,166,146,184,180,205,233,149,0.99892747,QL2017
Mololahvalley,62.2RGQL,62.2RG,168,146,175,154,218,235,153,0.998916464,QL2017
Beerwah1,258.3RGQL,258.3RG,163,146,175,168,205,235,140,0.998915658,QL2017
Beerwah1,463.3RGQL,463.3RG,161,146,184,180,221,235,140,0.998914116,QL2017
Beerwah3,206.5RGQL,206.5RG,161,143,184,158,195,233,149,0.998885106,QL2017
Mololahvalley,276.2RGQL,276.2RG,161,143,181,154,206,235,157,0.998847017,QL2017
Beerwah1,371.3RGQL,371.3RG,163,146,181,132,203,231,153,0.998839473,QL2017
Saharafarms,405.1RGQL,405.1RG,163,143,175,145,203,233,137,0.998837547,QL2017
Saharafarms,312.1RGQL,312.1RG,159,143,175,176,206,231,153,0.998787947,QL2017
Beerwah2,317.4RGQL,317.4RG,161,146,184,182,195,235,149,0.998786757,QL2017
Saharafarms,146.1RGQL,146.1RG,164,146,178,178,201,235,137,0.998768838,QL2017
Beerwah3,64.5RGQL,64.5RG,159,140,178,152,205,235,137,0.998764093,QL2017
Beerwah1,426.3RGQL,426.3RG,168,143,184,164,201,231,157,0.998754635,QL2017
Beerwah3,97.5RGQL,97.5RG,159,143,178,168,215,233,140,0.998753312,QL2017
Beerwah2,163.4RGQL,163.4RG,159,132,175,172,210,233,137,0.998749426,QL2017
Beerwah3,280.5RGQL,280.5RG,157,152,175,178,205,231,149,0.998737801,QL2017
Beerwah2,232.4RGQL,232.4RG,157,146,175,170,212,235,140,0.998683182,QL2017
Beerwah1,92.3RGQL,92.3RG,159,132,181,182,201,233,140,0.998676953,QL2017
Beerwah3,100.5RGQL,100.5RG,168,143,175,176,215,235,149,0.998670405,QL2017
Beerwah3,54.5RGQL,54.5RG,159,134,184,152,212,235,149,0.998639878,QL2017
Beerwah2,126.4RGQL,126.4RG,159,143,184,176,210,231,149,0.998615003,QL2017
Saharafarms,90.1RGQL,90.1RG,170,146,175,180,209,235,157,0.998592829,QL2017
Beerwah2,418.4RGQL,418.4RG,168,143,175,156,197,231,149,0.998586475,QL2017
Beerwah1,393.3RGQL,393.3RG,168,143,175,158,216,233,137,0.99856971,QL2017
Beerwah2,396.4RGQL,396.4RG,159,134,184,152,206,233,137,0.998555891,QL2017
Saharafarms,366.1RGQL,366.1RG,168,146,169,178,203,235,140,0.998550278,QL2017
Beerwah3,238.5RGQL,238.5RG,161,143,184,178,199,235,140,0.99854167,QL2017
Beerwah1,167.3RGQL,167.3RG,163,146,178,152,199,235,140,0.998537722,QL2017
Beerwah3,272.5RGQL,272.5RG,172,146,175,182,201,235,153,0.998535393,QL2017
Beerwah2,147.4RGQL,147.4RG,168,143,175,174,210,235,157,0.998530498,QL2017
Beerwah3,288.5RGQL,288.5RG,161,146,184,168,199,235,137,0.998525306,QL2017
Beerwah3,351.5RGQL,351.5RG,161,146,184,168,199,235,137,0.998525306,QL2017
Beerwah2,433.4RGQL,433.4RG,172,152,184,150,201,233,137,0.998508583,QL2017
Beerwah2,108.4RGQL,108.4RG,161,143,184,132,221,233,149,0.99850171,QL2017
Saharafarms,124.1RGQL,124.1RG,168,146,184,180,201,237,137,0.998497767,QL2017
Beerwah1,48.3RGQL,48.3RG,159,152,184,158,215,233,137,0.998495539,QL2017
Beerwah2,2.4RGQL,2.4RG,168,146,184,156,203,231,160,0.998484287,QL2017
Saharafarms,55.1RGQL,55.1RG,168,134,178,154,201,233,140,0.998482592,QL2017
Mololahvalley,141.2RGQL,141.2RG,166,146,181,132,210,233,140,0.99843813,QL2017
Mololahvalley,191.2RGQL,191.2RG,170,143,184,148,203,235,149,0.998430554,QL2017
Beerwah3,258.5RGQL,258.5RG,168,152,181,152,221,233,153,0.998413589,QL2017
Beerwah2,303.4RGQL,303.4RG,168,146,178,145,203,235,153,0.998393916,QL2017
Saharafarms,115.1RGQL,115.1RG,161,152,184,158,201,231,137,0.998387256,QL2017
Beerwah2,437.4RGQL,437.4RG,163,143,175,178,209,235,140,0.998358776,QL2017
Saharafarms,175.1RGQL,175.1RG,159,143,178,134,197,235,149,0.99833669,QL2017
Beerwah3,8.5RGQL,8.5RG,161,143,175,156,206,231,153,0.998318015,QL2017
Beerwah3,166.5RGQL,166.5RG,159,140,184,152,205,231,137,0.998297725,QL2017
Saharafarms,264.1RGQL,264.1RG,170,146,184,174,203,235,149,0.998294995,QL2017
Beerwah3,277.5RGQL,277.5RG,159,143,178,158,199,235,140,0.998278796,QL2017
Saharafarms,14.1RGQL,14.1RG,159,146,184,154,195,233,142,0.998250582,QL2017
Beerwah1,351.3RGQL,351.3RG,161,143,184,134,221,235,149,0.998245676,QL2017
Saharafarms,33.1RGQL,33.1RG,172,146,181,152,203,231,149,0.998238533,QL2017
Mololahvalley,347.2RGQL,347.2RG,168,152,181,132,209,233,153,0.998237475,QL2017
Saharafarms,177.1RGQL,177.1RG,170,152,184,182,201,235,137,0.998233912,QL2017
Beerwah3,129.5RGQL,129.5RG,161,146,184,152,216,235,149,0.998230672,QL2017
Saharafarms,290.1RGQL,290.1RG,157,146,178,164,201,231,140,0.998227668,QL2017
Beerwah1,446.3RGQL,446.3RG,168,146,175,186,215,233,153,0.99819175,QL2017
Mololahvalley,375.2RGQL,375.2RG,159,143,187,154,203,233,153,0.998158635,QL2017
Mololahvalley,117.2RGQL,117.2RG,159,143,184,172,210,231,153,0.998150871,QL2017
Beerwah1,284.3RGQL,284.3RG,168,143,184,148,205,235,153,0.998145697,QL2017
Beerwah2,220.4RGQL,220.4RG,168,152,181,152,195,231,149,0.998120267,QL2017
Mololahvalley,405.2RGQL,405.2RG,168,146,175,168,209,231,157,0.998105422,QL2017
Beerwah1,347.3RGQL,347.3RG,159,146,181,156,195,231,153,0.998099546,QL2017
Beerwah1,146.3RGQL,146.3RG,159,135,178,152,203,233,140,0.998050334,QL2017
Beerwah1,323.3RGQL,323.3RG,170,132,184,150,203,233,140,0.998028281,QL2017
Mololahvalley,250.2RGQL,250.2RG,161,143,184,178,205,231,137,0.998026429,QL2017
Mololahvalley,317.2RGQL,317.2RG,170,143,178,134,210,235,149,0.998020974,QL2017
Beerwah3,252.5RGQL,252.5RG,170,152,181,150,201,235,153,0.997990716,QL2017
Mololahvalley,127.2RGQL,127.2RG,170,143,181,152,215,233,153,0.997972116,QL2017
Saharafarms,80.1RGQL,80.1RG,159,143,178,156,215,235,149,0.99796182,QL2017
Beerwah2,38.4RGQL,38.4RG,168,143,178,158,209,233,153,0.997927614,QL2017
Beerwah2,421.4RGQL,421.4RG,168,143,178,180,201,231,157,0.997913837,QL2017
Beerwah1,480.3RGQL,480.3RG,170,146,175,132,199,231,149,0.997799111,QL2017
Saharafarms,328.1RGQL,328.1RG,159,135,184,150,203,233,140,0.997765517,QL2017
Mololahvalley,396.2RGQL,396.2RG,166,143,175,134,209,231,149,0.997758272,QL2017
Beerwah3,141.5RGQL,141.5RG,161,143,184,132,215,235,149,0.997756946,QL2017
Beerwah2,62.4RGQL,62.4RG,161,143,184,180,205,235,153,0.997748085,QL2017
Mololahvalley,507.2RGQL,507.2RG,170,143,184,148,203,233,140,0.99771834,QL2017
Saharafarms,377.1RGQL,377.1RG,166,146,181,152,212,231,140,0.997709261,QL2017
Saharafarms,277.1RGQL,277.1RG,166,146,175,132,209,231,149,0.997685321,QL2017
Beerwah1,31.3RGQL,31.3RG,168,132,175,150,210,231,153,0.997669141,QL2017
Saharafarms,54.1RGQL,54.1RG,159,146,178,172,212,235,140,0.99766527,QL2017
Beerwah3,192.5RGQL,192.5RG,159,132,175,134,205,231,149,0.997665234,QL2017
Mololahvalley,130.2RGQL,130.2RG,159,132,175,148,203,235,140,0.99762351,QL2017
Beerwah1,110.3RGQL,110.3RG,161,146,184,158,195,235,137,0.997600189,QL2017
Mololahvalley,202.2RGQL,202.2RG,159,146,175,152,215,237,140,0.997595653,QL2017
Beerwah1,52.3RGQL,52.3RG,161,146,184,168,203,233,157,0.997591216,QL2017
Mololahvalley,503.2RGQL,503.2RG,159,143,181,134,197,235,140,0.997586258,QL2017
Beerwah3,264.5RGQL,264.5RG,168,146,175,166,210,233,157,0.997545285,QL2017
Beerwah1,314.3RGQL,314.3RG,168,146,178,156,206,231,137,0.99754193,QL2017
Beerwah2,219.4RGQL,219.4RG,168,146,178,156,206,231,137,0.99754193,QL2017
Mololahvalley,392.2RGQL,392.2RG,168,146,181,154,197,231,140,0.997532538,QL2017
Saharafarms,504.1RGQL,504.1RG,168,143,175,156,203,231,160,0.997531068,QL2017
Beerwah3,38.5RGQL,38.5RG,170,146,175,182,209,235,153,0.997515676,QL2017
Beerwah2,216.4RGQL,216.4RG,168,146,184,170,203,233,153,0.997485743,QL2017
Beerwah3,28.5RGQL,28.5RG,164,146,184,158,201,235,137,0.997481319,QL2017
Mololahvalley,35.2RGQL,35.2RG,168,146,181,154,206,231,157,0.997463488,QL2017
Mololahvalley,99.2RGQL,99.2RG,166,143,181,152,209,233,153,0.997462723,QL2017
Beerwah3,39.5RGQL,39.5RG,164,143,175,150,209,233,153,0.997421362,QL2017
Mololahvalley,137.2RGQL,137.2RG,168,146,178,156,199,233,149,0.997399122,QL2017
Beerwah3,32.5RGQL,32.5RG,157,143,184,178,199,235,149,0.997398646,QL2017
Saharafarms,193.1RGQL,193.1RG,163,146,175,132,212,231,140,0.997321233,QL2017
Mololahvalley,212.2RGQL,212.2RG,161,152,181,156,201,233,137,0.99727454,QL2017
Mololahvalley,292.2RGQL,292.2RG,159,134,175,154,205,233,140,0.997226078,QL2017
Beerwah2,223.4RGQL,223.4RG,168,146,181,176,203,231,137,0.997149192,QL2017
Beerwah1,334.3RGQL,334.3RG,170,143,175,180,199,235,137,0.997148532,QL2017
Beerwah2,419.4RGQL,419.4RG,163,152,175,154,212,235,140,0.997142988,QL2017
Beerwah2,135.4RGQL,135.4RG,172,143,184,152,203,231,153,0.997128504,QL2017
Mololahvalley,282.2RGQL,282.2RG,157,152,175,152,197,231,137,0.997098772,QL2017
Saharafarms,496.1RGQL,496.1RG,168,146,178,150,221,235,153,0.997048086,QL2017
Beerwah2,238.4RGQL,238.4RG,168,152,175,172,203,231,140,0.997046045,QL2017
Beerwah3,114.5RGQL,114.5RG,161,143,184,154,206,235,157,0.997018772,QL2017
Saharafarms,96.1RGQL,96.1RG,166,143,175,132,209,231,137,0.997006386,QL2017
Beerwah3,341.5RGQL,341.5RG,159,132,175,172,201,235,140,0.997003658,QL2017
Beerwah3,404.5RGQL,404.5RG,159,132,175,172,201,235,140,0.997003658,QL2017
Beerwah1,313.3RGQL,313.3RG,170,146,184,152,195,235,157,0.996994782,QL2017
Mololahvalley,177.2RGQL,177.2RG,159,140,181,152,203,235,153,0.996992511,QL2017
Mololahvalley,103.2RGQL,103.2RG,159,143,178,158,209,235,149,0.996936146,QL2017
Mololahvalley,110.2RGQL,110.2RG,168,143,175,134,201,231,142,0.996930077,QL2017
Beerwah2,296.4RGQL,296.4RG,170,143,178,152,201,231,157,0.996917557,QL2017
Mololahvalley,516.2RGQL,516.2RG,168,146,181,134,221,233,153,0.996854079,QL2017
Mololahvalley,496.2RGQL,496.2RG,159,152,181,152,205,233,157,0.996851675,QL2017
