bee,X15,X16,X17,X18,X1,X2,X3,X4,X5,X6,X7,X8,X19,X20,X21,X22,pvals
985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.28504940740261286
990,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.10247043485974938
992,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2850494074026124
993,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2850494074026124
994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
996,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.10247043485974938
998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
1005,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2850494074026124
1009,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2850494074026124
1022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2850494074026124
